name,year,injury_type,risk_score,hdc,population,collisions,injuries,collision_rate_per_100k,injury_rate_per_100k,geography
53033000600,2011,Serious Injury,35,No,7568,2,3,26.427061310782243,39.64059196617336,Census Tract 2010
53033000600,2012,Serious Injury,35,No,7610,13,13,170.82785808147173,170.82785808147173,Census Tract 2010
53033000600,2013,Fatality,35,No,7624,1,1,13.116474291710388,13.116474291710388,Census Tract 2010
53033000600,2013,Serious Injury,35,No,7624,2,2,26.232948583420775,26.232948583420775,Census Tract 2010
53033000600,2014,Serious Injury,35,No,7699,9,10,116.89829848032211,129.88699831146903,Census Tract 2010
53033000600,2015,Serious Injury,35,No,7828,6,6,76.64793050587635,76.64793050587635,Census Tract 2010
53033000600,2017,Fatality,35,No,8100,1,1,12.345679012345679,12.345679012345679,Census Tract 2010
53033000600,2017,Serious Injury,35,No,8100,6,7,74.07407407407408,86.41975308641975,Census Tract 2010
53033000600,2018,Fatality,35,No,8155,1,1,12.262415695892091,12.262415695892091,Census Tract 2010
53033000600,2018,Serious Injury,35,No,8155,3,3,36.78724708767627,36.78724708767627,Census Tract 2010
53033000600,2019,Serious Injury,35,No,8137,3,3,36.86862480029495,36.86862480029495,Census Tract 2010
53033000600,2020,Fatality,35,No,2817,1,1,35.49875754348598,35.49875754348598,Census Tract 2010
53033000600,2020,Fatality,35,No,5176,2,2,38.639876352395675,38.639876352395675,Census Tract 2010
53033000600,2020,Serious Injury,35,No,4007,1,2,24.956326428749687,49.912652857499374,Census Tract 2010
53033000600,2020,Serious Injury,35,No,4074,1,1,24.54590083456063,24.54590083456063,Census Tract 2010
53033000600,2020,Serious Injury,35,No,4414,1,1,22.655188038060718,22.655188038060718,Census Tract 2010
53033000600,2020,Serious Injury,35,No,5176,3,3,57.959814528593505,57.959814528593505,Census Tract 2010
53033000600,2021,Fatality,35,No,4107,1,1,24.348672997321646,24.348672997321646,Census Tract 2010
53033000600,2021,Fatality,35,No,5183,1,1,19.29384526336099,19.29384526336099,Census Tract 2010
53033000600,2021,Serious Injury,35,No,4016,1,1,24.900398406374503,24.900398406374503,Census Tract 2010
53033000600,2021,Serious Injury,35,No,4107,1,1,24.348672997321646,24.348672997321646,Census Tract 2010
53033000600,2021,Serious Injury,35,No,4418,1,1,22.634676324128566,22.634676324128566,Census Tract 2010
53033000600,2021,Serious Injury,35,No,5183,3,3,57.881535790082964,57.881535790082964,Census Tract 2010
53033000600,2022,Fatality,35,No,4378,1,1,22.841480127912288,22.841480127912288,Census Tract 2010
53033000600,2022,Fatality,35,No,5200,1,1,19.23076923076923,19.23076923076923,Census Tract 2010
53033000600,2022,Serious Injury,35,No,2851,1,1,35.075412136092595,35.075412136092595,Census Tract 2010
53033000600,2022,Serious Injury,35,No,4080,1,2,24.509803921568626,49.01960784313725,Census Tract 2010
53033000600,2022,Serious Injury,35,No,4378,1,1,22.841480127912288,22.841480127912288,Census Tract 2010
53033000600,2022,Serious Injury,35,No,5200,8,10,153.84615384615384,192.30769230769232,Census Tract 2010
53033000700,2010,Serious Injury,37,Yes,4438,1,1,22.532672374943665,22.532672374943665,Census Tract 2010
53033000700,2011,Serious Injury,37,Yes,4387,1,1,22.794620469569182,22.794620469569182,Census Tract 2010
53033000700,2012,Serious Injury,37,Yes,4425,1,1,22.598870056497177,22.598870056497177,Census Tract 2010
53033000700,2013,Serious Injury,37,Yes,4677,5,5,106.90613641223007,106.90613641223007,Census Tract 2010
53033000700,2014,Serious Injury,37,Yes,4743,2,2,42.1674045962471,42.1674045962471,Census Tract 2010
53033000700,2015,Serious Injury,37,Yes,4859,4,4,82.32146532208273,82.32146532208273,Census Tract 2010
53033000700,2017,Serious Injury,37,Yes,5260,2,2,38.02281368821293,38.02281368821293,Census Tract 2010
53033000700,2018,Serious Injury,37,Yes,5472,2,2,36.54970760233918,36.54970760233918,Census Tract 2010
53033000700,2019,Fatality,37,Yes,5472,1,1,18.27485380116959,18.27485380116959,Census Tract 2010
53033000700,2019,Serious Injury,37,Yes,5472,2,2,36.54970760233918,36.54970760233918,Census Tract 2010
53033000700,2021,Serious Injury,37,Yes,4107,1,1,24.348672997321646,24.348672997321646,Census Tract 2010
53033000700,2021,Serious Injury,37,Yes,4119,1,1,24.277737314882256,24.277737314882256,Census Tract 2010
53033000700,2021,Serious Injury,37,Yes,4418,3,3,67.9040289723857,67.9040289723857,Census Tract 2010
53033000700,2021,Serious Injury,37,Yes,5253,2,2,38.07348181991243,38.07348181991243,Census Tract 2010
53033000700,2022,Fatality,37,Yes,4378,1,1,22.841480127912288,22.841480127912288,Census Tract 2010
53033000800,2012,Serious Injury,14,No,2540,1,1,39.37007874015748,39.37007874015748,Census Tract 2010
53033000800,2013,Serious Injury,14,No,2549,1,1,39.23107100823853,39.23107100823853,Census Tract 2010
53033000800,2016,Serious Injury,14,No,2635,3,3,113.85199240986718,113.85199240986718,Census Tract 2010
53033000800,2019,Fatality,14,No,2693,1,1,37.13330857779428,37.13330857779428,Census Tract 2010
53033000800,2021,Serious Injury,14,No,2707,2,2,73.88252678241595,73.88252678241595,Census Tract 2010
53033001000,2011,Fatality,25,No,1919,1,2,52.11047420531527,104.22094841063054,Census Tract 2010
53033001000,2021,Serious Injury,25,No,2048,1,1,48.82812499999999,48.82812499999999,Census Tract 2010
53033001100,2010,Fatality,20,No,2503,1,1,39.95205753096285,39.95205753096285,Census Tract 2010
53033001100,2011,Serious Injury,20,No,2462,3,3,121.85215272136475,121.85215272136475,Census Tract 2010
53033001100,2012,Fatality,20,No,2484,1,1,40.25764895330113,40.25764895330113,Census Tract 2010
53033001100,2017,Serious Injury,20,No,2652,1,1,37.70739064856712,37.70739064856712,Census Tract 2010
53033001100,2018,Serious Injury,20,No,2674,1,3,37.397157816005986,112.19147344801794,Census Tract 2010
53033001100,2019,Serious Injury,20,No,2675,1,1,37.38317757009346,37.38317757009346,Census Tract 2010
53033001100,2020,Serious Injury,20,No,2014,1,1,49.65243296921549,49.65243296921549,Census Tract 2010
53033001100,2021,Serious Injury,20,No,2048,1,1,48.82812499999999,48.82812499999999,Census Tract 2010
53033001200,2010,Serious Injury,45,Yes,6494,3,3,46.19648906683092,46.19648906683092,Census Tract 2010
53033001200,2011,Serious Injury,45,Yes,6443,1,2,15.52072016141549,31.04144032283098,Census Tract 2010
53033001200,2012,Fatality,45,Yes,6478,1,1,15.436863229391786,15.436863229391786,Census Tract 2010
53033001200,2012,Serious Injury,45,Yes,6478,3,3,46.31058968817536,46.31058968817536,Census Tract 2010
53033001200,2013,Fatality,45,Yes,6518,1,1,15.342129487572874,15.342129487572874,Census Tract 2010
53033001200,2013,Serious Injury,45,Yes,6518,3,3,46.02638846271862,46.02638846271862,Census Tract 2010
53033001200,2014,Serious Injury,45,Yes,6573,3,3,45.64125969876769,45.64125969876769,Census Tract 2010
53033001200,2015,Serious Injury,45,Yes,7085,2,2,28.228652081863093,28.228652081863093,Census Tract 2010
53033001200,2016,Fatality,45,Yes,7286,1,1,13.724951962668131,13.724951962668131,Census Tract 2010
53033001200,2016,Serious Injury,45,Yes,7286,2,2,27.449903925336262,27.449903925336262,Census Tract 2010
53033001200,2017,Serious Injury,45,Yes,7471,3,3,40.155267032525764,40.155267032525764,Census Tract 2010
53033001200,2018,Serious Injury,45,Yes,7649,2,2,26.14720878546215,26.14720878546215,Census Tract 2010
53033001200,2020,Fatality,45,Yes,3781,1,1,26.448029621793175,26.448029621793175,Census Tract 2010
53033001200,2020,Serious Injury,45,Yes,3781,2,2,52.89605924358635,52.89605924358635,Census Tract 2010
53033001200,2021,Serious Injury,45,Yes,3788,1,1,26.399155227032736,26.399155227032736,Census Tract 2010
53033001200,2022,Fatality,45,Yes,3947,1,1,25.33569799847986,25.33569799847986,Census Tract 2010
53033001200,2022,Serious Injury,45,Yes,3947,2,2,50.67139599695972,50.67139599695972,Census Tract 2010
53033001300,2010,Serious Injury,41,Yes,4340,3,4,69.12442396313364,92.16589861751152,Census Tract 2010
53033001300,2014,Serious Injury,41,Yes,4574,1,1,21.862702229995627,21.862702229995627,Census Tract 2010
53033001300,2016,Serious Injury,41,Yes,4798,1,1,20.842017507294706,20.842017507294706,Census Tract 2010
53033001300,2017,Fatality,41,Yes,4898,1,1,20.416496529195587,20.416496529195587,Census Tract 2010
53033001300,2017,Serious Injury,41,Yes,4898,2,2,40.832993058391175,40.832993058391175,Census Tract 2010
53033001300,2018,Serious Injury,41,Yes,4977,2,2,40.18485031143259,40.18485031143259,Census Tract 2010
53033001300,2019,Fatality,41,Yes,5110,1,1,19.569471624266146,19.569471624266146,Census Tract 2010
53033001300,2019,Serious Injury,41,Yes,5110,1,1,19.569471624266146,19.569471624266146,Census Tract 2010
53033001300,2021,Serious Injury,41,Yes,3788,1,1,26.399155227032736,26.399155227032736,Census Tract 2010
53033001300,2022,Fatality,41,Yes,5115,1,1,19.550342130987293,19.550342130987293,Census Tract 2010
53033001300,2022,Serious Injury,41,Yes,5115,3,3,58.651026392961874,58.651026392961874,Census Tract 2010
53033001400,2012,Serious Injury,24,No,4823,1,1,20.73398299813394,20.73398299813394,Census Tract 2010
53033001400,2019,Serious Injury,24,No,5311,1,1,18.828845791752965,18.828845791752965,Census Tract 2010
53033001500,2010,Serious Injury,13,No,2454,1,1,40.74979625101874,40.74979625101874,Census Tract 2010
53033001600,2010,Serious Injury,19,No,4131,1,1,24.20721374969741,24.20721374969741,Census Tract 2010
53033001600,2015,Serious Injury,19,No,4264,1,1,23.452157598499063,23.452157598499063,Census Tract 2010
53033001600,2016,Serious Injury,19,No,4340,1,1,23.04147465437788,23.04147465437788,Census Tract 2010
53033001600,2018,Serious Injury,19,No,4481,1,1,22.31644722160232,22.31644722160232,Census Tract 2010
53033001600,2020,Serious Injury,19,No,4503,1,1,22.20741727737064,22.20741727737064,Census Tract 2010
53033001600,2022,Serious Injury,19,No,5366,1,1,18.635855385762206,18.635855385762206,Census Tract 2010
53033001701,2012,Serious Injury,30,No,3810,2,2,52.49343832020997,52.49343832020997,Census Tract 2010
53033001701,2013,Serious Injury,30,No,3862,2,2,51.78663904712584,51.78663904712584,Census Tract 2010
53033001701,2016,Serious Injury,30,No,4061,2,2,49.24895345973898,49.24895345973898,Census Tract 2010
53033001701,2017,Serious Injury,30,No,4128,2,2,48.44961240310078,48.44961240310078,Census Tract 2010
53033001701,2018,Fatality,30,No,4156,1,1,24.06159769008662,24.06159769008662,Census Tract 2010
53033001701,2019,Serious Injury,30,No,4183,2,2,47.81257470714798,47.81257470714798,Census Tract 2010
53033001701,2020,Serious Injury,30,No,5293,1,1,18.89287738522577,18.89287738522577,Census Tract 2010
53033001701,2021,Serious Injury,30,No,4483,1,1,22.30649118893598,22.30649118893598,Census Tract 2010
53033001702,2010,Serious Injury,28,No,4234,1,2,23.618327822390174,47.23665564478035,Census Tract 2010
53033001702,2011,Serious Injury,28,No,4176,4,4,95.78544061302682,95.78544061302682,Census Tract 2010
53033001702,2012,Serious Injury,28,No,4204,3,3,71.36060894386299,71.36060894386299,Census Tract 2010
53033001702,2013,Serious Injury,28,No,4236,5,5,118.03588290840415,118.03588290840415,Census Tract 2010
53033001702,2014,Fatality,28,No,4449,1,1,22.47696111485727,22.47696111485727,Census Tract 2010
53033001702,2014,Serious Injury,28,No,4449,3,3,67.43088334457181,67.43088334457181,Census Tract 2010
53033001702,2015,Serious Injury,28,No,4723,2,2,42.34596654668643,42.34596654668643,Census Tract 2010
53033001702,2016,Fatality,28,No,4791,1,1,20.87246921310791,20.87246921310791,Census Tract 2010
53033001702,2016,Serious Injury,28,No,4791,1,1,20.87246921310791,20.87246921310791,Census Tract 2010
53033001702,2017,Fatality,28,No,4885,1,1,20.470829068577277,20.470829068577277,Census Tract 2010
53033001702,2017,Serious Injury,28,No,4885,1,1,20.470829068577277,20.470829068577277,Census Tract 2010
53033001702,2018,Fatality,28,No,5091,1,1,19.642506383814577,19.642506383814577,Census Tract 2010
53033001702,2018,Serious Injury,28,No,5091,1,1,19.642506383814577,19.642506383814577,Census Tract 2010
53033001702,2019,Serious Injury,28,No,5244,1,1,19.069412662090006,19.069412662090006,Census Tract 2010
53033001702,2020,Serious Injury,28,No,5293,3,3,56.67863215567731,56.67863215567731,Census Tract 2010
53033001702,2021,Serious Injury,28,No,5350,1,1,18.69158878504673,18.69158878504673,Census Tract 2010
53033001702,2022,Serious Injury,28,No,5366,2,2,37.27171077152441,37.27171077152441,Census Tract 2010
53033001800,2011,Serious Injury,31,No,4490,2,2,44.54342984409799,44.54342984409799,Census Tract 2010
53033001800,2014,Serious Injury,31,No,4649,1,1,21.510002151000215,21.510002151000215,Census Tract 2010
53033001800,2016,Serious Injury,31,No,4850,3,3,61.855670103092784,61.855670103092784,Census Tract 2010
53033001800,2017,Serious Injury,31,No,5007,1,1,19.972039145196725,19.972039145196725,Census Tract 2010
53033001800,2018,Serious Injury,31,No,5080,1,1,19.68503937007874,19.68503937007874,Census Tract 2010
53033001800,2019,Serious Injury,31,No,5122,3,3,58.57087075361187,58.57087075361187,Census Tract 2010
53033001900,2011,Serious Injury,22,No,4131,1,1,24.20721374969741,24.20721374969741,Census Tract 2010
53033001900,2012,Serious Injury,22,No,4157,1,1,24.055809477988934,24.055809477988934,Census Tract 2010
53033001900,2014,Serious Injury,22,No,4206,1,1,23.775558725630052,23.775558725630052,Census Tract 2010
53033001900,2015,Fatality,22,No,4275,1,1,23.391812865497073,23.391812865497073,Census Tract 2010
53033001900,2015,Serious Injury,22,No,4275,1,1,23.391812865497073,23.391812865497073,Census Tract 2010
53033001900,2016,Fatality,22,No,4340,1,1,23.04147465437788,23.04147465437788,Census Tract 2010
53033001900,2016,Serious Injury,22,No,4340,1,1,23.04147465437788,23.04147465437788,Census Tract 2010
53033001900,2017,Fatality,22,No,4426,1,1,22.593764121102577,22.593764121102577,Census Tract 2010
53033001900,2017,Serious Injury,22,No,4426,1,1,22.593764121102577,22.593764121102577,Census Tract 2010
53033001900,2018,Serious Injury,22,No,4438,1,1,22.532672374943665,22.532672374943665,Census Tract 2010
53033001900,2019,Serious Injury,22,No,4437,1,1,22.537750732476898,22.537750732476898,Census Tract 2010
53033001900,2020,Serious Injury,22,No,3781,1,1,26.448029621793175,26.448029621793175,Census Tract 2010
53033001900,2021,Serious Injury,22,No,3788,1,1,26.399155227032736,26.399155227032736,Census Tract 2010
53033001900,2022,Serious Injury,22,No,4974,1,1,20.10454362685967,20.10454362685967,Census Tract 2010
53033002000,2015,Serious Injury,23,No,3478,2,2,57.50431282346176,57.50431282346176,Census Tract 2010
53033002000,2017,Serious Injury,23,No,3616,1,1,27.65486725663717,27.65486725663717,Census Tract 2010
53033002000,2021,Serious Injury,23,No,3903,1,1,25.621316935690494,25.621316935690494,Census Tract 2010
53033002100,2013,Serious Injury,20,No,3815,1,1,26.21231979030144,26.21231979030144,Census Tract 2010
53033002100,2014,Serious Injury,20,No,3837,1,1,26.062027625749284,26.062027625749284,Census Tract 2010
53033002100,2015,Serious Injury,20,No,3917,2,2,51.05948429920857,51.05948429920857,Census Tract 2010
53033002100,2016,Serious Injury,20,No,3973,1,1,25.169896803423104,25.169896803423104,Census Tract 2010
53033002100,2017,Serious Injury,20,No,4091,1,1,24.443901246638962,24.443901246638962,Census Tract 2010
53033002100,2018,Serious Injury,20,No,3918,1,1,25.523226135783563,25.523226135783563,Census Tract 2010
53033002100,2019,Serious Injury,20,No,3933,1,1,25.425883549453346,25.425883549453346,Census Tract 2010
53033002100,2020,Serious Injury,20,No,2014,1,1,49.65243296921549,49.65243296921549,Census Tract 2010
53033002100,2020,Serious Injury,20,No,3723,1,1,26.860059092130005,26.860059092130005,Census Tract 2010
53033002100,2022,Serious Injury,20,No,3733,1,1,26.78810608090008,26.78810608090008,Census Tract 2010
53033002200,2012,Serious Injury,15,No,5241,1,1,19.080328181644724,19.080328181644724,Census Tract 2010
53033002400,2021,Serious Injury,17,No,4433,1,1,22.558087074216107,22.558087074216107,Census Tract 2010
53033002600,2010,Serious Injury,22,No,4660,1,1,21.459227467811157,21.459227467811157,Census Tract 2010
53033002600,2013,Serious Injury,22,No,4649,1,1,21.510002151000215,21.510002151000215,Census Tract 2010
53033002600,2016,Fatality,22,No,4797,1,1,20.846362309776943,20.846362309776943,Census Tract 2010
53033002600,2016,Serious Injury,22,No,4797,4,4,83.38544923910777,83.38544923910777,Census Tract 2010
53033002600,2017,Serious Injury,22,No,4866,1,2,20.55076037813399,41.10152075626798,Census Tract 2010
53033002600,2018,Serious Injury,22,No,5204,1,1,19.21598770176787,19.21598770176787,Census Tract 2010
53033002600,2019,Fatality,22,No,5534,1,1,18.070112034694613,18.070112034694613,Census Tract 2010
53033002600,2019,Serious Injury,22,No,5534,2,2,36.14022406938923,36.14022406938923,Census Tract 2010
53033002600,2020,Fatality,22,No,5355,1,1,18.674136321195146,18.674136321195146,Census Tract 2010
53033002600,2020,Serious Injury,22,No,5355,1,1,18.674136321195146,18.674136321195146,Census Tract 2010
53033002600,2022,Serious Injury,22,No,5908,2,2,33.852403520649965,33.852403520649965,Census Tract 2010
53033002700,2010,Serious Injury,19,No,5289,3,3,56.72149744753261,56.72149744753261,Census Tract 2010
53033002700,2011,Fatality,19,No,5203,1,1,19.219680953296177,19.219680953296177,Census Tract 2010
53033002700,2012,Serious Injury,19,No,5254,2,2,38.066235249333836,38.066235249333836,Census Tract 2010
53033002700,2014,Serious Injury,19,No,5323,3,3,56.359195942137895,56.359195942137895,Census Tract 2010
53033002700,2015,Serious Injury,19,No,5419,2,2,36.90717844620779,36.90717844620779,Census Tract 2010
53033002700,2016,Serious Injury,19,No,5514,1,1,18.135654697134566,18.135654697134566,Census Tract 2010
53033002700,2017,Fatality,19,No,5617,1,1,17.80309773900659,17.80309773900659,Census Tract 2010
53033002700,2018,Serious Injury,19,No,5648,2,2,35.41076487252124,35.41076487252124,Census Tract 2010
53033002700,2020,Serious Injury,19,No,5110,1,1,19.569471624266146,19.569471624266146,Census Tract 2010
53033002700,2020,Serious Injury,19,No,5877,2,3,34.03096818104475,51.04645227156713,Census Tract 2010
53033002700,2021,Fatality,19,No,5913,1,1,16.91188905800778,16.91188905800778,Census Tract 2010
53033002700,2021,Serious Injury,19,No,5165,3,3,58.08325266214908,58.08325266214908,Census Tract 2010
53033002700,2021,Serious Injury,19,No,5913,3,6,50.735667174023334,101.47133434804667,Census Tract 2010
53033002700,2022,Serious Injury,19,No,4974,2,2,40.20908725371934,40.20908725371934,Census Tract 2010
53033002700,2022,Serious Injury,19,No,5223,1,1,19.146084625694048,19.146084625694048,Census Tract 2010
53033002800,2010,Serious Injury,22,No,4481,3,3,66.94934166480697,66.94934166480697,Census Tract 2010
53033002800,2011,Serious Injury,22,No,4435,2,2,45.095828635851184,45.095828635851184,Census Tract 2010
53033002800,2012,Serious Injury,22,No,4467,2,2,44.772778150884264,44.772778150884264,Census Tract 2010
53033002800,2013,Serious Injury,22,No,4482,1,1,22.311468094600624,22.311468094600624,Census Tract 2010
53033002800,2014,Serious Injury,22,No,4497,1,1,22.237046920169,22.237046920169,Census Tract 2010
53033002800,2016,Serious Injury,22,No,4638,2,2,43.122035360069,43.122035360069,Census Tract 2010
53033002800,2017,Serious Injury,22,No,4734,1,1,21.123785382340515,21.123785382340515,Census Tract 2010
53033002800,2018,Fatality,22,No,4761,1,1,21.003990758244065,21.003990758244065,Census Tract 2010
53033002800,2018,Serious Injury,22,No,4761,1,1,21.003990758244065,21.003990758244065,Census Tract 2010
53033002800,2019,Fatality,22,No,4783,3,3,62.72214091574326,62.72214091574326,Census Tract 2010
53033002800,2020,Serious Injury,22,No,5110,1,1,19.569471624266146,19.569471624266146,Census Tract 2010
53033002800,2021,Fatality,22,No,5913,1,1,16.91188905800778,16.91188905800778,Census Tract 2010
53033002800,2021,Serious Injury,22,No,5165,1,1,19.36108422071636,19.36108422071636,Census Tract 2010
53033002800,2021,Serious Injury,22,No,5913,1,1,16.91188905800778,16.91188905800778,Census Tract 2010
53033002900,2010,Serious Injury,17,No,4177,1,1,23.940627244433802,23.940627244433802,Census Tract 2010
53033002900,2011,Serious Injury,17,No,4102,1,1,24.378352023403217,24.378352023403217,Census Tract 2010
53033002900,2012,Serious Injury,17,No,4142,1,1,24.142926122646067,24.142926122646067,Census Tract 2010
53033002900,2017,Serious Injury,17,No,4508,1,1,22.182786157941436,22.182786157941436,Census Tract 2010
53033002900,2018,Serious Injury,17,No,4548,1,1,21.987686895338612,21.987686895338612,Census Tract 2010
53033002900,2019,Serious Injury,17,No,4538,3,3,66.10841780520053,66.10841780520053,Census Tract 2010
53033003000,2010,Fatality,25,No,5637,1,1,17.739932588256163,17.739932588256163,Census Tract 2010
